"WIND","IND","RAIN","T.MAX","IND.2","T.MIN.G"
2.83,0.000,0,20.5,0.000,11.3
8.87,1.000,0,19,0.000,8.2
7.04,0.000,0,19.2,0.000,6.8
2.42,0.000,0,18.4,0.000,3.2
2.25,0.000,0,19.2,0.000,12.8
4.54,0.000,0,19,0.000,4.2
2.13,0.000,0,21.4,0.000,4.8
3.04,0.000,0,20.2,0.000,4
5.96,0.000,0,17.6,0.000,6
2.96,0.000,0,18,0.000,6.5
2.37,0.000,0,20.5,0.000,2.6
2.58,0.000,0,21,0.000,5
2.42,0.000,0,21,0.000,5
2.71,0.000,0,20,0.000,4
6.13,0.000,0,20.5,0.000,10
7.04,0.000,0,18.7,0.000,9.5
7.87,0.000,0,21.5,0.000,6.1
8.83,0.000,0,19,0.000,4.8
7.38,0.000,0,19.6,0.000,5.9
2.83,0.000,0,19.9,0.000,5.1
5.29,0.000,0,23.1,0.000,4.7
6.46,0.000,4.7,17.8,0.000,4.5
7.41,0.000,3.1,18.7,0.000,8.8
10.46,0.000,4.3,19.8,0.000,8
10,0.000,0,22.6,0.000,13.5
6.38,0.000,0,22.3,0.000,13
6.08,0.000,2,23.5,0.000,10
4.46,0.000,0,20,0.000,12.2
8.46,0.000,0,18,0.000,9.8
7.25,0.000,0,18.5,0.000,14.2
7.46,0.000,0,16.3,0.000,11.6
6.25,0.000,0,18.6,0.000,7.5
5.13,0.000,0,16.4,0.000,7.6
6,0.000,0,16.6,0.000,11.7
8.54,0.000,2.1,18.5,0.000,4.2
8.42,0.000,0.2,18,0.000,2.1
4,0.000,3.2,17,0.000,3.6
6.42,0.000,0.2,18.2,0.000,8
7.38,0.000,2.9,16.8,0.000,3.3
5.5,0.000,1.9,19,0.000,8
10.41,0.000,0.9,21.5,0.000,6.5
5.75,1.000,0,19.2,0.000,0.4
13.42,0.000,5.1,20,0.000,13.2
4.92,0.000,0,23,0.000,13.8
3.46,0.000,0.1,18.5,0.000,1.5
2.46,0.000,3.7,18.5,0.000,3.6
1.42,0.000,1,15.6,0.000,3.5
11.04,0.000,0.4,15.4,0.000,11.5
14.96,0.000,0,15,0.000,9
10.79,0.000,0,16,0.000,4
4.17,0.000,0,16.1,0.000,3
5.13,0.000,1.2,18.8,0.000,1
13.59,0.000,0.1,15,0.000,10.4
8.29,0.000,5.7,18.5,0.000,9.4
14.37,0.000,1.9,17.6,0.000,10.5
8.96,0.000,0.9,16.4,0.000,8.9
8,0.000,4.6,16.9,0.000,7
9.67,0.000,1.5,16.9,0.000,4.3
16.92,0.000,4.6,15.8,0.000,10.1
12.83,0.000,0.4,15.6,0.000,7
17.33,0.000,4.1,16.7,0.000,11
14,0.000,0.1,18.1,0.000,12.6
5.46,0.000,0,20,0.000,14.5
4.79,0.000,0,15.5,0.000,3.5
2.04,0.000,0,18.4,0.000,8
4.46,0.000,0,15.4,0.000,2.8
1.75,0.000,0,15.5,0.000,1.1
3.21,0.000,3.3,14.8,0.000,-0.9
8.17,0.000,3.4,17.2,0.000,5.4
12.58,0.000,0,17.4,0.000,8.1
14.42,0.000,1.5,19.4,0.000,8.4
20.41,0.000,2,16,0.000,8.1
16.46,0.000,1.1,15.5,0.000,7.8
9.71,0.000,1,14.5,0.000,4.2
11.08,0.000,1,13.6,0.000,2.6
12.08,0.000,0.3,13.2,0.000,2
7.62,0.000,3.4,13.6,0.000,6.4
15.59,0.000,0.6,15.5,0.000,6.2
7.5,0.000,0,16.8,0.000,6.2
3.04,0.000,0,15.2,0.000,1.5
1.21,0.000,0,14.6,0.000,3.6
8.96,0.000,0,15.6,0.000,-1.4
6.04,0.000,0,13,0.000,8.5
1.13,0.000,0,12.6,0.000,0.6
3.54,0.000,0.3,15.6,0.000,5.2
4.63,0.000,1.7,15.3,0.000,7.3
9.29,0.000,0.7,16.5,0.000,3.3
9.04,0.000,0.2,15.1,0.000,5
20.33,0.000,1.1,7.7,0.000,5.7
9.59,0.000,0,7.4,0.000,-3
6.38,0.000,0,9.9,0.333,-9.9
16.75,1.000,0,9.4,0.000,5
17.67,1.000,0,10,0.000,6.4
9.71,0.000,4.3,8.2,0.000,5.5
9.87,0.000,2.7,10.8,0.333,-5.8
17.96,0.000,0.6,11.4,0.000,5.4
7.38,0.000,1.2,13.2,0.000,-2
17.75,0.000,0,13,0.000,9.4
16.33,0.000,0,9.7,0.000,7
14.12,0.000,0,9.8,0.000,4.5
12.58,0.000,0,8.6,0.000,2.5
4.04,0.000,0,7.7,0.000,-3.6
3.83,0.000,0,8.1,0.333,-8.3
1.54,0.000,0,7.5,0.000,2.1
9.08,0.000,2.2,10.6,0.000,-0.4
11.96,0.000,0.4,15.4,0.000,3.9
10.88,0.000,5,14.5,0.000,9
10.08,0.000,4.9,13,0.000,8.3
12.38,0.000,1,11.8,0.000,4.8
11.83,0.000,0.2,14.3,0.000,2.3
4.04,0.000,3.1,10.6,0.000,7.6
5.09,0.000,0.4,11.7,0.000,9
10.92,0.000,0.3,10.1,0.000,8.9
8.67,0.000,3,9.4,0.000,4.2
12.42,0.000,0.8,12,0.000,4.4
10.04,0.000,0.1,12.2,0.000,9.5
11.63,0.000,3.2,13,0.000,7.5
1.63,0.000,3.6,11,0.000,4
8.29,0.000,0,12,0.000,-1.2
8.96,0.000,0,9.2,0.000,6.5
6.46,0.000,0,7.8,0.000,5
5.83,0.000,0.6,7.8,0.000,2
10.63,0.000,6,6.8,0.000,2.4
6.71,0.000,0,5.9,0.000,4.4
2.29,0.000,0,6.4,0.000,-3.9
7.5,0.000,1.2,10.8,0.000,-2.6
1.96,0.000,3.1,8,0.333,-7.8
10.29,0.000,0.1,5,0.333,-2.2
17.37,0.000,4.7,6.4,0.000,4.3
6.87,0.000,2.3,10.6,0.000,-1.2
7.5,0.000,0.6,10.8,0.000,1.6
9.42,0.000,3.4,12.4,0.333,-6.4
24.62,0.000,1.8,11,0.000,5
9.25,0.000,1.9,10,0.000,0.5
9.59,0.000,0,6.5,0.000,0.8
7.83,1.000,0,2.8,0.333,-5.5
9.87,0.000,0,3.5,0.333,-7
10.46,0.000,0,2.5,0.333,-4.5
10.83,0.000,0,4.2,0.333,-7.5
7.58,0.000,0.5,4.9,0.333,-6.4
6.83,0.000,0,5.9,0.333,-3.4
8.5,0.000,0,6.6,0.333,-6.5
7.75,0.000,0.2,8.5,0.000,2.5
7.96,0.000,0,7.9,0.000,-1.5
11.25,0.000,0.2,8.4,0.000,-0.5
7.67,0.000,0,4.1,0.333,-4.4
8.38,1.000,0,6.8,0.000,2.5
12.04,0.000,1,7.4,0.000,4
4.42,0.000,5,7.8,0.333,-3.2
3,0.000,3.7,8,0.000,3.8
6,0.000,0.3,6,0.000,1.2
17.12,0.000,0.2,7.5,0.000,-2.6
8.42,0.000,5.5,7.7,0.000,-2.5
3.42,0.000,0,9.8,0.000,6.3
3.42,0.000,0.1,11.9,0.000,0.7
8.92,0.000,0,13.9,0.000,5.5
14.09,0.000,0,11.8,0.000,-0.8
12.33,0.000,0.9,10.6,0.000,5
12.46,1.000,0,10.4,0.000,2.2
5.13,0.000,0.7,7.4,0.000,0.8
9.92,0.000,0.2,9.2,0.000,1.2
19.55,0.000,0.4,9.5,0.000,3.5
12.29,1.000,0,6.8,0.000,-1.5
15.29,0.000,3.7,5.8,0.000,-3
11.5,0.000,1.7,1.5,0.333,-5.5
8.92,0.000,0.2,2.9,0.333,-7.2
6.75,0.000,0,8.3,0.333,-3.5
10.79,0.000,5.5,8.9,0.000,-3.8
17.5,0.000,2,5.5,0.000,-0.6
16.08,0.000,0,0,0.333,-3
11.71,0.000,0,2.5,0.333,-8.5
9.67,0.000,0,3.2,0.333,-8.3
8.67,0.000,0.9,8.9,0.333,-3.4
12.17,0.000,2.6,6.1,0.000,-2.9
8.08,0.000,2.5,3.2,0.333,-7.5
7.08,0.000,0.3,2.8,0.333,-6.4
6.34,0.000,1.2,3,0.333,-12.9
4.58,0.000,0,1.8,0.333,-7.1
4.08,0.000,0,2.5,0.333,-13.2
10.88,0.000,0.1,3,0.333,-11.2
8.25,0.000,2.5,7.4,0.000,-0.2
5.91,0.000,0.6,5.3,0.000,1
1.08,0.000,0.2,6.2,0.000,3.6
4.92,0.000,0,5.2,0.000,1.3
6.38,0.000,0.1,4.2,0.000,0.9
12.46,0.000,0,5.2,0.000,-4
8.67,0.000,0,5.5,0.000,0
7.62,0.000,0,4.7,0.000,0.2
6.83,0.000,0,6.6,0.000,-2
11.21,0.000,0,6.3,0.333,-8.5
7.17,0.000,0,7,0.000,-3.1
2.62,0.000,0,8.4,0.333,-12.1
1.08,1.000,0,8.3,0.333,-10.5
7.96,0.000,0,9.8,0.333,-10.5
9,1.000,0,6.4,0.333,-8.5
3.92,0.000,0.8,6.4,0.000,1
15.34,0.000,0,5.4,0.000,2.5
5.33,0.000,0,6.5,0.000,2.2
5.75,0.000,0,7.6,0.000,3.5
7.33,0.000,0.6,7.7,0.000,3
4.08,0.000,0.9,10.7,0.000,4.2
9.5,0.000,0,8.5,0.000,-1
14.92,0.000,0,6.8,0.000,0.2
9.75,0.000,0,3.4,0.000,-0.4
7.04,1.000,0,6.3,0.000,0
6.5,0.000,0,7.6,0.000,-6.2
5.37,0.000,0,6.4,0.333,-9
5.33,1.000,0,5,0.000,-1
10.54,0.000,0,9.5,0.333,-10.4
13.17,0.000,3.9,12,0.000,2.9
14.54,0.000,2.1,12,0.000,6.3
18.5,0.000,0.8,11.8,0.000,3
9.42,1.000,0,9.5,0.000,-2.5
5.46,0.000,0,9.6,0.333,-6.8
4.96,0.000,0,11.2,0.000,-3.8
3.42,0.000,0,12.6,0.333,-8
7.87,0.000,0,10.8,0.333,-6.8
13.75,0.000,0,11,0.000,0
6.38,0.000,0,12.5,0.000,-3.2
5.04,0.000,0.2,18.6,0.000,-2.8
14.37,0.000,1.6,13,0.000,2.6
17.62,0.000,3.5,15.7,0.000,3.6
19.04,0.000,1,10.5,0.000,1
9.96,0.000,2.1,11.5,0.000,-1.5
14.5,0.000,2.9,14.7,0.000,-1.6
17.16,0.000,0,12.1,0.000,9.5
9.87,0.000,0,12.5,0.000,1
3.71,0.000,0,10.6,0.000,-0.8
8.67,0.000,0,12.1,0.000,-2
6.92,0.000,0,9.2,0.000,4.5
7.41,0.000,2,11.1,0.000,-2.7
12.71,0.000,0,8.5,0.000,-0.1
9.25,0.000,2,13.8,0.000,4
14.29,0.000,0.6,14.8,0.000,6
10.25,0.000,1,10.4,0.000,1.8
6.17,0.000,0,10.4,0.000,-0.6
4.71,0.000,0,10.3,0.000,-3
3.33,0.000,0,12.1,0.000,-0.6
4.08,0.000,0,11,0.000,0
5.71,0.000,4.2,11.8,0.000,6.4
4.08,0.000,0,12.8,0.667,6.8
2.04,0.000,2.3,9,0.000,6.9
6.87,0.000,3,16.2,0.000,2.5
9.42,0.000,6,15.7,0.000,5.1
8.58,0.000,5.3,19.6,0.000,6.3
7.54,0.000,3.9,17.4,0.000,7
4.21,0.000,2.3,14.4,0.000,1
10.29,0.000,0.6,16.8,0.000,2.8
6.71,0.000,0.8,16,0.000,5.5
12.46,0.000,0,13.2,0.000,1.2
3.92,0.000,0,11.6,0.000,-3.1
1.96,0.000,1.5,12.8,0.000,1
4.17,0.000,0,16.5,0.000,3.5
3.25,0.000,0.4,14,0.000,-0.8
7.96,0.000,4.8,15.2,0.000,7.3
9.96,0.000,1.4,15.9,0.000,9
5.17,0.000,4.2,14,0.000,6
6.79,0.000,3,15.4,0.000,6.6
6.63,1.000,0,16.5,0.000,4.6
4.71,0.000,0.1,16.5,0.000,2.2
9.62,0.000,0.7,16.8,0.000,6
8.58,0.000,2.8,17.4,0.000,11.6
3.42,0.000,0,13.6,0.000,3.6
2.96,0.000,0,13.8,0.000,0
0.21,0.000,0,16,0.000,1.8
4.42,0.000,0,16.3,0.000,8.5
2.88,0.000,0,18.4,0.000,3.3
3.75,0.000,0,18.6,0.000,5.4
6.5,0.000,0,19.8,0.000,11
3.29,0.000,0,19.5,0.000,4.4
2.92,0.000,0,20.8,0.000,5.2
3.79,0.000,0,19.8,0.000,8.5
4.63,0.000,0,17.5,0.000,11.5
10.46,0.000,4.5,17.5,0.000,10
10.37,0.000,5.4,17.9,0.000,10.4
11.29,0.000,0.3,18.5,0.000,8.5
11.04,1.000,0,16.1,0.000,9.1
9.38,0.000,1,16.9,0.000,0.3
3.63,0.000,1.5,14.8,0.000,2.5
7,1.000,0,19.6,0.000,3
5.71,0.000,1.3,21.2,0.000,4
9.83,0.000,3.5,21.2,0.000,10.2
9.54,0.000,0,18.4,0.000,3.5
5.37,0.000,0,18,0.000,3.8
5.96,0.000,0,20,0.000,6.2
6.25,1.000,0,21,0.000,7.6
7.92,0.000,0,21.4,0.000,13.4
6,0.000,0.1,19.6,0.000,11.7
4.21,0.000,0,18.8,0.000,4.2
12.96,0.000,0,19.2,0.000,6.2
9.17,0.000,0,17,0.000,3
7.08,0.000,0.5,17.3,0.000,5.5
12.21,0.000,3.1,16.8,0.000,5
8.17,0.000,0.6,17.5,0.000,4.5
7.62,0.000,0,18.6,0.000,7.5
12.38,0.000,0,24.4,0.000,11.2
13.92,0.000,0,23.3,0.000,13
8.92,0.000,0,22,0.000,13
6.67,0.000,0,20.1,0.000,11.4
2.42,0.000,0,23,0.000,12.2
3.71,0.000,0,22.2,0.000,6.8
9,0.000,0,21.6,0.000,11.2
7.87,0.000,0,18.8,0.000,6.8
12.25,0.000,1,19.6,0.000,7
9.59,0.000,0,21.4,0.000,14.4
8,0.000,0,26,0.000,11
10.71,0.000,0.6,23,0.000,15
3.5,0.000,0.3,20.5,0.000,13
2.71,0.000,0,19.6,0.000,10.6
1.5,0.000,1,19.8,0.000,12.5
4.71,0.000,0,20.3,0.000,6.8
3.42,0.000,4.7,16.3,0.000,11
8.42,0.000,0,18.7,0.000,5.3
7.21,0.000,0,20.3,0.000,2
7.04,0.000,0,21.4,0.000,9.3
13.37,1.000,0,15.6,0.000,0.2
10,0.000,0.1,7.4,0.000,-1.7
9.67,0.000,0,10,0.333,-8
2.88,0.000,0,12.8,0.000,-7
11.29,0.000,1.2,10,0.333,-9
18.16,0.000,3,8.4,0.333,-0.8
10.71,0.000,4.6,7,0.000,-1
12.87,0.000,3.8,8.8,0.000,-1.5
7.04,0.000,0,5.5,0.000,-5
5.41,0.000,0,6.3,0.000,-5.9
4.29,0.000,1.2,3.6,0.333,-9.7
9.79,0.000,0.7,6.6,0.333,-4.3
11.96,0.000,0.8,6.5,0.333,-6.6
10.25,1.000,0,8.8,0.333,-6.5
16.25,1.000,0,12.6,0.000,-1.2
19.25,0.000,0.8,12.2,0.000,6.2
11.96,0.000,0.2,9,0.000,-0.4
2.58,0.000,0,8.4,0.333,-4.6
14.96,0.000,0,8.4,0.000,-2
8.92,0.000,1.1,6.2,0.333,-4.5
9.5,0.000,0,6,0.333,-6.5
8.21,0.000,0.3,6,0.333,-10.5
13.17,0.000,0.5,8,0.333,-1.2
12.38,0.000,0,2.5,0.333,-6.5
9.5,0.000,0.1,3.8,0.333,-7.4
7.71,0.000,1.4,8,0.333,-3.5
8.96,0.000,0,8.9,0.000,-2
12.87,0.000,5.9,10.9,0.000,0.5
12.21,0.000,0.7,8.8,0.000,5
7.21,0.000,0,4.1,0.333,-5.4
8,0.000,0.9,8.7,0.333,-7.9
15.54,0.000,0.2,11.5,0.000,-3.6
7.25,1.000,0,10.6,0.000,6.8
5.5,1.000,0,9.6,0.000,-1.4
7.5,0.000,1.5,10.5,0.000,2.4
5.66,0.000,0.3,5.1,0.333,-8.3
2.88,0.000,0.1,4.8,0.333,-10
11.34,0.000,4.4,9,0.333,-10.8
14.92,1.000,0,8.5,0.000,3
12.92,0.000,0,5,0.000,-1.6
7.12,0.000,5.2,5.8,0.333,-10.4
11.79,0.000,0,9.8,0.000,1.6
13.33,0.000,0.9,9.4,0.000,0.5
10.5,0.000,0.2,10.9,0.000,-0.9
4.96,0.000,0,7.5,0.000,-0.9
6.21,0.000,2.3,5.3,0.000,-4.7
5.25,0.000,0,3.3,0.333,-6.5
3.04,0.000,0,4.8,0.333,-8.2
9.71,1.000,0,5.6,0.333,-11.1
14.29,1.000,0,4.8,0.000,0
16.79,1.000,0,5.5,0.000,0
14.58,1.000,0,4,0.000,0.2
9,0.000,0.3,5.6,0.000,-1.5
8.58,0.000,0.3,6.8,0.000,1.2
5.13,0.000,2,1.1,0.333,-6
8.92,0.000,0.1,0.8,0.333,-12
12.33,0.000,0.5,2.5,0.333,-11.5
10.34,0.000,0,2.2,0.333,-8
8.58,0.000,0.3,4.6,0.333,-13.5
4.63,0.000,2.7,8.8,0.000,-2.5
6.13,0.000,3.3,7,0.000,5
9.62,0.000,1.1,9.2,0.000,3.8
6,0.000,1,8.2,0.000,1.1
3.83,0.000,1.3,7.5,0.000,4.8
16.54,0.000,6,11.3,0.000,-1
12.87,0.000,0.1,12,0.000,5.3
16.79,0.000,1.3,10.6,0.000,-5.5
9.96,0.000,0.6,12.2,0.000,-1
13.33,0.000,0.5,12.7,0.000,8
8.54,0.000,4.1,12.8,0.000,-1.8
11.29,0.000,0.4,8.5,0.000,3.5
11.08,0.000,2.6,9.8,0.000,-2.1
2.25,0.000,0.3,12,0.000,-2.6
7.04,0.000,0.1,8.6,0.000,-2.8
5.17,0.000,0.2,7.5,0.333,-8
13.75,0.000,0,8,0.333,-1
10.83,0.000,1,7.1,0.000,4.5
5.66,0.000,0,6.3,0.000,5
17.54,0.000,1.5,10.4,0.000,2.6
18.25,0.000,3,11.2,0.000,5
13.96,0.000,3.4,8,0.000,2
5.63,0.000,0,4.3,0.000,-4.9
5.33,0.000,0,6.4,0.333,-9
7.17,0.000,0.6,5.7,0.333,-11.2
15.5,0.000,3.2,6.5,0.000,-0.6
17,0.000,2.6,4.5,0.000,-2
10.83,0.000,0.1,6.2,0.000,-1.8
6.5,0.000,0.2,5.4,0.333,-7.8
10.13,0.000,1.1,4,0.000,0.1
8.75,0.000,1.6,3.8,0.333,-6
5.91,0.000,0.4,3.8,0.333,-7.5
5.41,0.000,0.2,2.8,0.333,-6
15.79,0.250,0.8,5.7,0.000,-0.8
13.5,0.000,2.8,8.5,0.000,-3
16.54,0.000,3.5,11.6,0.000,1
17.04,0.000,6,10.8,0.000,-1.5
16.88,0.000,3.4,8.5,0.000,4.4
15.29,0.000,0.1,8.9,0.000,0.2
15.29,0.000,1.8,7.6,0.000,-3.4
10.88,0.000,0,7.3,0.000,-1.5
4.33,0.000,0,7.3,0.333,-6.2
7.67,0.000,1.3,5.9,0.333,-10.4
6.42,0.000,0,6.1,0.000,-1.5
14.62,0.000,0.9,10.5,0.333,-9.3
10.63,0.000,0.2,5.8,0.000,0.3
10.25,0.000,3.9,6.2,0.333,-6.9
13.62,0.000,0,5.5,0.333,-1.2
8.83,1.000,0,3.8,0.333,-7
8.5,1.000,0,7,0.333,-7.8
10.29,1.000,0,4.8,0.333,-6.8
11.21,0.000,1.3,6.8,0.000,-1.5
7.25,0.000,0.9,6.6,0.000,-2.6
16.88,0.000,5.8,7.5,0.000,-0.1
14.37,0.000,2.3,5.6,0.000,-0.2
16.75,0.000,0,6,0.000,0
7.29,0.000,0,8.4,0.000,-3.5
8.33,0.000,0,10.2,0.000,-1
14.92,0.000,0.5,11.5,0.000,1.1
19.7,0.000,0.4,8.5,0.000,0.5
12.25,0.000,0.3,10.5,0.000,-2.5
5.25,0.000,0.3,10.5,0.333,-7.1
11.34,0.000,1.3,8.8,0.000,-1.4
8.17,1.000,0,6.8,0.000,-1.8
4.25,0.000,0.2,9.8,0.333,-9
11.58,0.000,0.2,9.8,0.333,-2.6
11.92,0.000,0,7.5,0.333,-6.7
13.46,1.000,0,12.1,0.000,-0.6
16.38,0.000,1.3,11.8,0.000,1.4
19,0.000,2,10.7,0.000,2.1
15.16,0.000,0.2,8.8,0.000,-0.6
13.08,0.000,0.2,6.8,0.333,-7
10.83,0.000,0,9.7,0.333,-7
12.04,0.000,0,10.7,0.000,-3
11.34,0.000,0.5,12.3,0.000,-2.2
14.25,0.000,2.5,11,0.000,-1.2
14.42,0.000,0,8.8,0.000,-0.6
8,0.000,0.5,8.5,0.333,-7.3
7.46,0.000,0.5,8.2,0.000,-5.7
8.92,0.000,0,8.9,0.000,-4.5
4.96,1.000,0,10.4,0.333,-4.4
5.66,0.000,4,13.8,0.000,-0.2
9.71,0.000,5,16.4,0.000,8.4
13.17,0.000,0.1,15,0.000,10.1
11.75,0.000,2,17.2,0.000,7.6
11,0.000,3,14,0.000,3.6
11.08,0.000,1.1,11.4,0.000,-1.8
15.41,0.000,2.5,11.4,0.000,-1
19.55,0.000,3.2,14.5,0.000,8.1
16.21,1.000,0,12.4,0.000,7.6
19.41,0.000,0.1,10.5,0.000,5.5
12.12,0.000,0,10.8,0.000,-3.5
7.33,0.000,0.5,10.2,0.000,-5.9
13.83,0.000,1.6,11.1,0.000,-1.6
9.04,0.000,1.1,13.2,0.000,-1.9
8.29,0.000,0,16.3,0.000,7.4
12.75,0.000,0,18,0.000,6.7
16.66,0.000,0,19.8,0.000,10.4
9.71,0.000,0,16.5,0.000,5.7
9.25,1.000,0,15.4,0.000,2.5
6.79,0.000,0,15.8,0.000,8
5.91,0.000,0.6,14.2,0.000,4.8
7.92,1.000,0,17.5,0.000,6.2
12.5,0.000,0,11.4,0.000,7.6
10.21,0.000,0.7,12.8,0.000,8.8
5.75,0.000,0,13.8,0.000,8.8
7.25,0.000,0,17.5,0.000,2.5
2.54,0.000,0,17.5,0.000,-1
3.25,0.000,0,17,0.000,-0.9
3.83,0.000,0,16.4,0.000,2.6
7.17,0.000,0,15.4,0.000,1.5
2.79,0.000,0,16.6,0.000,2.2
8.54,0.000,0.5,18.8,0.000,6.6
12.04,0.000,0,16,0.000,9
15.83,0.000,0.6,18,0.000,4.8
17.37,0.000,0.2,14.8,0.000,4.6
8.87,0.000,0,17.1,0.000,3.7
8.75,0.000,0,18.4,0.000,5.5
10.08,0.000,2.2,17.9,0.000,6
14.17,0.000,0,17.6,0.000,4.2
13.37,0.000,0,19.5,0.000,6.1
6.46,0.000,0,20,0.000,4.2
5.33,0.000,0,15.6,0.000,7
6.04,0.000,0,16.6,0.000,0
10.58,0.000,0,16.6,0.000,6.2
13.37,0.000,0,21,0.000,8
4.12,0.000,0.5,17.2,0.000,10.4
6.5,0.000,0,19.6,0.000,8.4
6.75,0.000,0,23.6,0.000,6.3
11.08,0.000,0,19.4,0.000,3.5
8.33,0.000,0,18.5,0.000,3.5
5.91,0.000,0,19,0.000,1.7
5.04,0.000,0,21.5,0.000,5
3.42,0.000,0,21.5,0.000,6.5
1.46,0.000,0,23.5,0.000,10.5
1.63,0.000,0,25.3,0.000,11.4
2.42,0.000,0,22.5,0.000,9.9
2.25,0.000,0,18.2,0.000,10.9
3.13,0.000,0,20.9,0.000,11.5
5.21,0.000,0,19.4,0.000,8.4
1.75,0.000,0,22.4,0.000,4.5
9.25,0.000,0,16.8,0.000,8
11.96,0.000,1.3,18.6,0.000,10.4
2,0.000,2.3,19.5,0.000,12.5
2.42,0.000,0,21.2,0.000,13.2
7.21,0.000,0,19.8,0.000,12
8.92,0.000,1.6,20,0.000,9.6
8.33,0.000,2.8,18,0.000,8
14.5,0.000,0.4,19.2,0.000,13
9.29,0.000,0,19.5,0.000,8
7.83,0.000,2.2,18,0.000,9
13.67,0.000,1.5,17.2,0.000,11.2
15.92,0.000,1.4,16.8,0.000,8
7.87,0.000,2.2,16,0.000,5
19.95,0.000,2.2,16.1,0.000,8.3
18.29,0.000,0,16.7,0.000,7.4
9.42,0.000,0.2,18.8,0.000,5
12.12,0.000,0.3,19.5,0.000,13
9,0.000,0,23,0.000,8.6
7.08,0.000,0,22.6,0.000,13.7
3.21,0.000,0,20.2,0.000,6.1
6.34,0.000,5.4,22,0.000,9.4
12.62,0.000,0.4,16.7,0.000,8.9
10.79,0.000,3.8,18.3,0.000,5
15.87,0.000,0,18,0.000,8
17.5,0.000,0,24,0.000,11.9
14.58,0.000,3.7,18.4,0.000,10
12.87,0.000,0.3,16.4,0.000,8.8
12.46,0.000,0,17,0.000,5
7.41,0.000,0,20,0.000,4.1
8.71,0.000,0,22.6,0.000,9.6
11.04,0.000,2.5,21.8,0.000,12.5
8.21,0.000,0,17.8,0.000,11.5
9.33,0.000,0.5,15.5,0.000,4
9.17,0.000,0,16.1,0.000,2.4
5.79,0.000,5.5,19.6,0.000,-1
10.79,0.000,6,21.1,0.000,12.6
7.79,0.000,0.3,21.2,0.000,14
7.41,0.000,1,20,0.000,7.5
6.96,0.000,0,18.2,0.000,5
12.17,1.000,0,21.6,0.000,9.8
4.67,0.000,0.1,19.8,0.000,14.8
2.58,0.000,0,21,0.000,13.8
2.62,0.000,0,21.6,0.000,14.2
2.25,0.000,0.1,21.5,0.000,12.6
5.37,0.000,0.1,16.6,0.000,6.8
3.04,0.000,0.7,16.6,0.000,11.4
1.29,0.000,0,17,0.000,11
4.46,0.000,0,16.6,0.000,11.1
13.13,0.000,1.5,19.7,0.000,10.6
8.29,0.000,0.2,19.8,0.000,14.5
3.17,0.000,0,20,0.000,4.8
4.96,0.000,3.3,22.7,0.000,13
7.5,0.000,5.6,18.2,0.000,13.3
7.96,0.000,0.8,17.2,0.000,5
20.75,0.000,0,16,0.000,9.7
10.41,1.000,0,17.5,0.000,4.5
1.21,1.000,0,14.8,0.000,5.2
5.88,0.000,0,17.6,0.000,3.8
13.5,0.000,1,18,0.000,8
6.34,1.000,0,17.6,0.000,12
1.42,0.000,0,17,0.000,5.2
1.75,0.000,0,20.2,0.000,3.9
1.21,0.000,0,19.5,0.000,9
0.37,0.000,0,15.8,0.000,10.6
1.25,0.000,0,18.3,0.000,9.2
1,0.000,0,18.9,0.000,7
4.67,0.000,0,23.8,0.000,5.2
9.42,0.000,0.7,20.2,0.000,7.6
11.38,0.000,4,18.3,0.000,7
11.29,0.000,1,20.4,0.000,11
7.17,0.000,0,15.6,0.000,7.5
12.92,0.000,0,19.1,0.000,10.2
10.34,0.000,0.1,19.7,0.000,8
5.17,0.000,0,21.2,0.000,8
11.63,0.000,1.4,16.6,0.000,11.4
22.37,0.000,0.8,16.8,0.000,9.5
15.71,0.000,1.3,14.8,0.000,9
5.54,0.000,0.9,15,0.000,3.4
5.58,0.000,2.2,15.4,0.000,1.2
5.04,1.000,0,16.6,0.000,2.8
9.75,0.000,0.9,17.5,0.000,0.3
19.08,0.000,5.6,19.2,0.000,11
0.54,0.000,2.8,14.8,0.000,11
4,0.000,0.2,18.4,0.000,4.8
4.08,0.000,0,21.8,0.000,12.3
3.17,0.000,0,17,0.000,5.6
6.54,0.000,0.6,19.6,0.000,10.2
4.54,0.000,0,19.4,0.000,9.5
1.17,0.000,0,19.8,0.000,9.8
10.75,0.000,0.3,17.1,0.000,13
3.13,0.000,1.1,17.6,0.000,4.1
4.67,0.000,0.2,19,0.000,7.5
13.17,0.000,2.3,17.4,0.000,7.3
12.08,0.000,0.5,14.5,0.000,9
17.29,1.000,0,16.6,0.000,9
20.62,1.000,0,12.2,0.000,7.5
11.75,0.000,0.6,15.1,0.000,4.8
14.88,0.000,0.5,13.8,0.000,7.3
11.63,0.000,0,13,0.000,4
8.25,0.000,0.4,13.4,0.000,2.5
4.42,0.000,0.7,12.5,0.000,-1
4.17,0.000,0,14.5,0.000,-3.2
3.25,0.000,0,15.4,0.000,1.6
3.04,0.000,3.3,15.2,0.000,0.4
6.13,0.000,0,16.5,0.000,5.6
8.12,0.000,0,18.6,0.000,8.1
6.08,0.000,0,17.6,0.000,8.2
6.13,0.000,0,15.2,0.000,3.9
4.12,0.000,0,14.5,0.000,10
5.88,0.000,0,15.6,0.000,2.5
19.62,0.000,1,14.7,0.000,5.4
